object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
vhc0108,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,bone,undetermined,,15.0,4.0,2.0,fragmented,Semi-tubular bone fragment.,"Dutkiewicz 2021: Taf. 59.16; Conard & Bolus 2003, 2008",!XXXX!,Uncertain
vhc0175,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,rod/bâton,,18.0,5.0,3.0,fragmented,Very thin round rod.,"AABW 2005; Dutkiewicz 2021: Taf. 51.16; Conard & Bolus 2003, 2008",vvv,Very certain
vhc0107,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,rod/bâton,,29.0,12.0,5.0,fragmented,Heavily weathered cylindrical rod fragment.,"AABW 2005; Dutkiewicz 2021: Taf. 51.15; Conard & Bolus 2003, 2008",/ \ _ |||! _ ||!,Certain
vhc0106,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,DL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2005,ivory,possible figurine,,17.0,8.0,3.0,fragmented,Elongated ivory fragment with a strong whitish to black patina.,"AABW 2005; Dutkiewicz 2021: Taf.29.7; Conard & Bolus 2003, 2008",!⊞!,Certain
vhc0105,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,possible flute,,13.0,2.0,2.0,fragmented,Heavily weathered possible ivory flute fragment.,"AABW 2014; Wolf 2015, Taf. 42.29; Dutkiewicz 2021: Taf. 32.15; Conard & Bolus 2003, 2008",!vvvvvvv!,Certain
vhc0104,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,undetermined,,9.0,2.0,2.0,fragmented,Tiny cone-shaped ivory fragment.,"Dutkiewicz 2021: Taf. 57.9; Conard & Bolus 2003, 2008",!vvv! _ !vv! _ !vv! _ !vvv!,Certain
vhc0103,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,,18.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,"Dutkiewicz 2021: Taf. 59.15; Conard & Bolus 2003, 2008",!vvvvvv!,Uncertain
vhc0102,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,,8.0,8.0,2.0,fragmented,"Small, flat bone fragment.","Dutkiewicz 2021: Taf. 59.14; Conard & Bolus 2003, 2008",!|||! _ !vv! _ !vvv!,Certain
vhc0101,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,possible figurine,,10.0,7.0,4.0,fragmented,Small cylindrical ivory fragment.,"Dutkiewicz 2021: Taf. 29.9; Conard & Bolus 2003, 2008",!vv! _ !v!,Certain
vhc0100,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,tube/flute,,10.0,6.0,2.0,fragmented,Tiny tubular bone fragment (undetermined species).,"Dutkiewicz 2021: Taf. 36.8; Conard & Bolus 2003, 2008",!vvv!,Certain
vhc0099,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,DKS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,undetermined,,28.0,8.0,2.0,fragmented,"Elongated, flat ivory fragment.","Wolf 2015, Taf. 42.10; Dutkiewicz 2021: Taf. 57.8; Conard & Bolus 2003, 2008",!////,Certain
vhc0098,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,undetermined,,32.0,10.0,5.0,fragmented,Round rod-shaped ivory object.,"Dutkiewicz 2021: Taf. 57.7; Conard & Bolus 2003, 2008",|| ||,Certain
vhc0097,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,tube/flute,,25.0,6.0,2.0,fragmented,Fragment of a thin tubular bone.,"AABW 2015; Dutkiewicz 2021: Taf. 36.7; Conard & Bolus 2003, 2008",!⊞!,Certain
vhc0096,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,undetermined,,18.0,5.0,4.0,fragmented,"The small, heavily weathered ivory fragment is triangular in shape and bears markings all around.","Wolf 2015, Taf. 42.21; Dutkiewicz 2021: Taf. 57.6; Conard & Bolus 2003, 2008",XX! _ vvvvvvvv! _ !vvvv!,Certain
vhc0095,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,undetermined,,37.0,24.0,7.0,fragmented,Ivory fragment (tooth cementum).,"AABW 2012; Dutkiewicz 2021: Taf. 57.5; Conard & Bolus 2003, 2008",X,Very certain
vhc0094,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,undetermined,,11.0,5.0,3.0,fragmented,"Small, heavily weathered ivory fragment in a triangular shape.","Dutkiewicz 2021: Taf. 57.4; Conard & Bolus 2003, 2008",!/X/! _ !<><><><!,Uncertain
vhc0093,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,figurine undet.,,61.0,23.0,8.0,fragmented,"This elongated, flat fragment of an ivory figurine is heavily weathered. The original surface is only present in small parts.","AABW 2006; Dutkiewicz 2021: Taf. 26.7-8; Conard & Bolus 2003, 2008",!|||||! _ !|! _ !||!,Certain
vhc0092,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,,16.0,3.0,2.0,fragmented,"Small, long, and narrow bone fragment.","Dutkiewicz 2021: Taf. 59.13; Conard & Bolus 2003, 2008",!vvv! _ !vvvvv!,Very certain
vhc0091,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,possible figurine,,14.0,8.0,3.0,fragmented,Small reshaped ivory fragment.,"AABW 2007; Wolf 2015, Taf. 43.5; Dutkiewicz 2021: Taf. 29.5; Conard & Bolus 2003, 2008",!vvvvvvvvvv!,Very certain
vhc0174,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,undetermined,,12.0,6.0,3.0,fragmented,Small ivory fragment.,"Wolf 2015, Taf. 42.26; Dutkiewicz 2021: Taf. 57.3; Conard & Bolus 2003, 2008",≠!,Certain
vhc0090,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,figurine zoomorph,,37.0,28.0,12.0,complete,"This figurine has consistent proportions but is noticeably slim for a mammoth (Mammuthus primigenius). The front legs are pressed together and comparatively long and slender. The hind legs, also pressed together, are considerably shorter. The legs are stretched forward and backward, causing the soles of the feet not to lie flat when the figurine is placed on a flat surface. The soles of the feet are slightly widened compared to the legs, as observed in an elephant that steps on the ground. The head of the animal is domed. The saddle-like neck transitions into the towering hump, typical of adult mammoths. The backline descends steeply towards the buttocks. The tail is short and stubby. The torso is flat but well-proportioned. The abdomen hangs only slightly. The face of the animal is set off from the skull with a rounded depression. The cheekbones are clearly defined despite the small size of the figurine. The eyes are represented as barely discernible dots. The short ears lie diagonally above the eyes and are depicted as slightly triangular through short incisions. The tusks are not elaborated; only on the right side, a slight elevation is indicated between the trunk and the front leg, which can be interpreted as the beginning of a tusk or as the mouth. The trunk lies close to the body and extends to the front soles of the feet. When viewed from the front, it has a slight S-curve, adding a special liveliness to the representation despite its overall static nature.","AABW 2006; Dutkiewicz 2021: Taf. 22; Conard & Bolus 2003, 2008",vvvvvv _ ≠ _ ≠,Very certain
vhc0089,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,undetermined,,17.0,7.0,4.0,fragmented,"Heavily weathered, reshaped ivory fragment.","Dutkiewicz 2021: Taf. 57.2; Conard & Bolus 2003, 2008",>>>>! _ >>!,Certain
vhc0088,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,rod/bâton,,48.0,14.0,5.0,fragmented,Heavily fragmented round rod fragment.,"Dutkiewicz 2021: Taf. 51.14; Conard & Bolus 2003, 2008",!W!,Uncertain
vhc0087,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,figurine zoomorph (Panthera sp.),,56.0,17.0,6.0,fragmented,"This figurine depicts a felid. The body is very narrow and elongated, with a horizontal backline. The withers are prominently set off from the back and arch upwards significantly. It appears as if the animal is creeping or stalking, as in this movement, this region in feline species arches strongly upward. Unfortunately, the legs are not preserved, so no further details about the animal's gait can be provided. The muscles of the shoulder and hindquarters are carefully modeled, and the tail is preserved at its base. The neck is long and stretched forward, with the head lowered, again suggesting the stalking posture of the animal. From the head, the forehead, the left ear, and the base of the right ear, as well as the left eye, are preserved. From the eye, a tear duct extends, as also depicted on the lion head. Despite the fragmentary state of preservation, the fine detailing of the head attests to the masterful artistry. Overall, this figurine gives the impression of being very delicate and slender.","AABW 2006; Dutkiewicz 2021: Taf. 23; Conard & Bolus 2003, 2008",(XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX) _ °°°°°°°°°! _ °°°°°°! _ °! _ °! _ ¤¤¤¤¤¤,Certain
vhc0086,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,,,,,fragmented,Semi-tubular bone fragment.,"Dutkiewicz 2021: Taf. 59.12; Conard & Bolus 2003, 2008",!v vv vv!,Certain
vhc0172,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,rod/bâton,,11.0,10.0,3.0,fragmented,"Short, heavily weathered round rod fragment with irregular cut marks all around.","Wolf 2015, Taf. 42.24; Dutkiewicz 2021: Taf. 51.13; Conard & Bolus 2003, 2008",≠!,Certain
vhc0085,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,bone,undetermined,,17.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,"Dutkiewicz 2021: Taf. 59.11; Conard & Bolus 2003, 2008",vv!,Uncertain
vhc0084,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,figurine zoomorph (Mammuthus pr),,31.0,14.0,4.0,fragmented,"Fragment of a figurine, which can most likely be identified as a representation of a mammoth. This is a horizontally positioned ivory lamella in the depiction. Clearly recognizable are the rounded cross-section of the skull, the cross-section of two massive legs, and the abdomen. Based on the outlines, the interpretation as a mammoth figure is most probable.","AABW 2006; Dutkiewicz 2021: Taf. 26.3-4; Conard & Bolus 2003, 2008",|||! _ v _ v _ v _ v _ v,Certain
vhc0083,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,possible figurine,,11.0,9.0,4.0,fragmented,Small reshaped ivory fragment with a cross pattern.,"AABW 2006; Dutkiewicz 2021: Taf. 29.4; Conard & Bolus 2003, 2008",!XXX!,Very certain
vhc0082,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,possible figurine,,11.0,6.0,3.0,fragmented,Elongated ivory fragment with a heavily weathered surface.,"AABW 2008; Dutkiewicz 2021: Taf. 29.3; Conard & Bolus 2003, 2008",!vvvvv!,Very certain
vhc0081,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,,2008,ivory,undetermined,,20.0,8.0,5.0,fragmented,"Reshaped, weathered ivory fragment.","Dutkiewicz 2021: Taf. 57.1; Conard & Bolus 2003, 2008",!VVV! _ !vvvv!,Certain
vhc0080,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,,2008,ivory,undetermined,,19.0,7.0,2.0,fragmented,"Elongated, flat ivory fragment.","Wolf 2015, Taf. 42.11; Dutkiewicz 2021: Taf. 56.17; Conard & Bolus 2003, 2008",!/ / //,Certain
vhc0079,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,figurine zoomorph,,31.0,16.0,11.0,fragmented,"The figure is relatively small compared to others from the Swabian Aurignacian. The body has an oval outline, slightly domed towards the hindquarters. Both legs are preserved at the base. The figure lacks details such as muscles, tail, or tail base. The neck, compared to the rounded body, is narrow and extends upward. The head is not preserved. Numerous short notches are present over the entire body. The identification of the depicted animal species is not certain. The compact, rounded-oval body shape suggests a small animal capable of quickly crouching and hiding. The legs appear to be rather short, and the upward-stretched neck also suggests a small, ground-dwelling animal. The notched decoration suggests the interpretation of a hedgehog. However, it is also possible that a beaver, hare, or badger is depicted here, all of which have a similar compact body shape and sometimes have shaggy fur.","AABW 2008; AABW 2011; Wolf 2015, Taf. 42.6; Dutkiewicz 2021: Taf. 25; Conard & Bolus 2003, 2008",[!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv!],Very certain
vhc0078,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,figurine undet.,,11.0,8.0,6.0,fragmented,"Small, cylindrically shaped ivory fragment, likely representing the leg of an animal figurine.","Dutkiewicz 2021: Taf. 27.7; Conard & Bolus 2003, 2008",!vv!,Uncertain
vhc0077,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HU/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,bone,undetermined,,15.0,5.0,2.0,fragmented,Semi-tubular bone fragment with markings.,"Dutkiewicz 2021: Taf. 59.10; Conard & Bolus 2003, 2008",!v v vv v!,Very certain
vhc0076,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,flute,,16.0,3.0,1.0,fragmented,Narrow bone fragment in front of two finger holes and parallel notches in between.,"Dutkiewicz 2021: Taf. 34.9; Conard & Bolus 2003, 2008",!||||!,Very certain
vhc0075,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2007,ivory,undetermined,,9.0,1.0,2.0,fragmented,"Tiny, elongated ivory fragment.","Dutkiewicz 2021: Taf. 56.16; Conard & Bolus 2003, 2008",!vvvvv!,Very certain
vhc0074,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,undetermined,,14.0,4.0,4.0,fragmented,"Small, heavily weathered ivory fragment.","Wolf 2015, Taf. 42.22; Dutkiewicz 2021: Taf. 56.15; Conard & Bolus 2003, 2008",(!XXXXX) _ (!XXX) _ v,Uncertain
vhc0073,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,ivory,possible figurine,,16.0,9.0,3.0,fragmented,"Elongated, reworked ivory fragment.","AABW 2012; Dutkiewicz 2019: Taf. 29.2; Conard & Bolus 2003, 2008",!vvv!,Certain
